Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Buttle;78240;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;medel, 1 gång per månad;degree celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1962-07-01 00:00:00;1983-08-31 23:59:59;45.0;57.4034;18.5297
1912-02-01 00:00:00;1941-01-31 23:59:59;45.0;57.4;18.5

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Lufttemperatur;Kvalitet;;Tidsutsnitt:
1936-01-01 00:00:01;1936-02-01 00:00:00;1936-01;0.3;G
1936-02-01 00:00:01;1936-03-01 00:00:00;1936-02;-3.3;G
1936-03-01 00:00:01;1936-04-01 00:00:00;1936-03;0.9;G
1936-04-01 00:00:01;1936-05-01 00:00:00;1936-04;3.6;G
1936-05-01 00:00:01;1936-06-01 00:00:00;1936-05;9.0;G
1936-06-01 00:00:01;1936-07-01 00:00:00;1936-06;15.4;G
1936-07-01 00:00:01;1936-08-01 00:00:00;1936-07;17.6;G
1936-08-01 00:00:01;1936-09-01 00:00:00;1936-08;15.3;G
1936-09-01 00:00:01;1936-10-01 00:00:00;1936-09;10.0;G
1936-10-01 00:00:01;1936-11-01 00:00:00;1936-10;4.1;G
1936-11-01 00:00:01;1936-12-01 00:00:00;1936-11;3.6;G
1936-12-01 00:00:01;1937-01-01 00:00:00;1936-12;2.4;G
1937-01-01 00:00:01;1937-02-01 00:00:00;1937-01;-3.2;G
1937-02-01 00:00:01;1937-03-01 00:00:00;1937-02;-2.0;G
1937-03-01 00:00:01;1937-04-01 00:00:00;1937-03;-0.9;G
1937-04-01 00:00:01;1937-05-01 00:00:00;1937-04;6.0;G
1937-05-01 00:00:01;1937-06-01 00:00:00;1937-05;11.9;G
1937-06-01 00:00:01;1937-07-01 00:00:00;1937-06;14.5;G
1937-07-01 00:00:01;1937-08-01 00:00:00;1937-07;17.1;G
1937-08-01 00:00:01;1937-09-01 00:00:00;1937-08;17.3;G
1937-09-01 00:00:01;1937-10-01 00:00:00;1937-09;12.8;G
1937-10-01 00:00:01;1937-11-01 00:00:00;1937-10;7.6;G
1937-11-01 00:00:01;1937-12-01 00:00:00;1937-11;2.5;G
1937-12-01 00:00:01;1938-01-01 00:00:00;1937-12;-2.1;G
1938-01-01 00:00:01;1938-02-01 00:00:00;1938-01;-0.8;G
1938-02-01 00:00:01;1938-03-01 00:00:00;1938-02;0.0;G
1938-03-01 00:00:01;1938-04-01 00:00:00;1938-03;4.1;G
1938-04-01 00:00:01;1938-05-01 00:00:00;1938-04;4.1;G
1938-05-01 00:00:01;1938-06-01 00:00:00;1938-05;7.9;G
1938-06-01 00:00:01;1938-07-01 00:00:00;1938-06;13.6;G
1938-07-01 00:00:01;1938-08-01 00:00:00;1938-07;16.6;G
1938-08-01 00:00:01;1938-09-01 00:00:00;1938-08;17.1;G
1938-09-01 00:00:01;1938-10-01 00:00:00;1938-09;12.0;G
1938-10-01 00:00:01;1938-11-01 00:00:00;1938-10;8.4;G
1938-11-01 00:00:01;1938-12-01 00:00:00;1938-11;4.5;G
1938-12-01 00:00:01;1939-01-01 00:00:00;1938-12;-1.7;G
1939-01-01 00:00:01;1939-02-01 00:00:00;1939-01;-0.2;G
1939-02-01 00:00:01;1939-03-01 00:00:00;1939-02;1.7;G
1939-03-01 00:00:01;1939-04-01 00:00:00;1939-03;0.0;G
1939-04-01 00:00:01;1939-05-01 00:00:00;1939-04;4.1;G
1939-05-01 00:00:01;1939-06-01 00:00:00;1939-05;8.4;G
1939-06-01 00:00:01;1939-07-01 00:00:00;1939-06;14.1;G
1939-07-01 00:00:01;1939-08-01 00:00:00;1939-07;17.3;G
1939-08-01 00:00:01;1939-09-01 00:00:00;1939-08;18.6;G
1939-09-01 00:00:01;1939-10-01 00:00:00;1939-09;11.9;G
1939-10-01 00:00:01;1939-11-01 00:00:00;1939-10;3.1;G
1939-11-01 00:00:01;1939-12-01 00:00:00;1939-11;2.6;G
1939-12-01 00:00:01;1940-01-01 00:00:00;1939-12;-2.2;G
1940-01-01 00:00:01;1940-02-01 00:00:00;1940-01;-7.4;G
