Från Datum Tid (UTC),Till Datum Tid (UTC),Representativ månad,Lufttemperatur,Kvalitet,Latitude,Longitude,,Tidsutsnitt:
01/07/1939 00:00,01/08/1939 00:00,1939-07,17.3,G,57.4034,18.5297,,
01/08/1939 00:00,01/09/1939 00:00,1939-08,18.6,G,57.4034,18.5297,,
01/09/1939 00:00,01/10/1939 00:00,1939-09,11.9,G,57.4034,18.5297,,
01/10/1939 00:00,01/11/1939 00:00,1939-10,3.1,G,57.4034,18.5297,,
01/11/1939 00:00,01/12/1939 00:00,1939-11,2.6,G,57.4034,18.5297,,
01/12/1939 00:00,01/01/1940 00:00,1939-12,-2.2,G,57.4034,18.5297,,
01/01/1940 00:00,01/02/1940 00:00,1940-01,-7.4,G,57.4034,18.5297,,
01/02/1940 00:00,01/03/1940 00:00,1940-02,-10.2,G,57.4034,18.5297,,
01/03/1940 00:00,01/04/1940 00:00,1940-03,-5.9,G,57.4034,18.5297,,
01/04/1940 00:00,01/05/1940 00:00,1940-04,0.6,G,57.4034,18.5297,,
01/05/1940 00:00,01/06/1940 00:00,1940-05,8.9,G,57.4034,18.5297,,
01/06/1940 00:00,01/07/1940 00:00,1940-06,14.2,G,57.4034,18.5297,,
01/07/1940 00:00,01/08/1940 00:00,1940-07,17.5,G,57.4034,18.5297,,
01/08/1940 00:00,01/09/1940 00:00,1940-08,14,G,57.4034,18.5297,,
01/09/1940 00:00,01/10/1940 00:00,1940-09,9.8,G,57.4034,18.5297,,
01/10/1940 00:00,01/11/1940 00:00,1940-10,5.3,G,57.4034,18.5297,,
01/11/1940 00:00,01/12/1940 00:00,1940-11,2.9,G,57.4034,18.5297,,
01/12/1940 00:00,01/01/1941 00:00,1940-12,-1.9,G,57.4034,18.5297,,
01/06/1962 00:00,01/07/1962 00:00,1962-06,12.8,Y,57.4034,18.5297,,
01/07/1962 00:00,01/08/1962 00:00,1962-07,13.9,Y,57.4034,18.5297,,
01/08/1962 00:00,01/09/1962 00:00,1962-08,13.7,Y,57.4034,18.5297,,
01/09/1962 00:00,01/10/1962 00:00,1962-09,10.2,Y,57.4034,18.5297,,
