Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Risungs;78490;2.0

Parameternamn;Beskrivning;Enhet
Nederbördsmängd;summa, 1 gång per månad;millimetre

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1933-02-01 00:00:00;1971-10-31 23:59:59;20.0;57.8166;18.9333

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Nederbördsmängd;Kvalitet;;Tidsutsnitt:
1954-10-01 06:00:01;1954-11-01 06:00:00;1954-10;44.3;Y
1954-11-01 06:00:01;1954-12-01 06:00:00;1954-11;54.9;Y
1954-12-01 06:00:01;1955-01-01 06:00:00;1954-12;47.6;Y
1955-01-01 06:00:01;1955-02-01 06:00:00;1955-01;33.3;Y
1955-02-01 06:00:01;1955-03-01 06:00:00;1955-02;43.4;Y
1955-03-01 06:00:01;1955-04-01 06:00:00;1955-03;24.7;Y
1955-04-01 06:00:01;1955-05-01 06:00:00;1955-04;53.1;Y
1955-05-01 06:00:01;1955-06-01 06:00:00;1955-05;39.9;Y
1955-06-01 06:00:01;1955-07-01 06:00:00;1955-06;47.1;Y
1955-07-01 06:00:01;1955-08-01 06:00:00;1955-07;11.6;Y
1955-08-01 06:00:01;1955-09-01 06:00:00;1955-08;2.5;Y
1955-09-01 06:00:01;1955-10-01 06:00:00;1955-09;78.1;Y
1955-10-01 06:00:01;1955-11-01 06:00:00;1955-10;55.9;Y
1955-11-01 06:00:01;1955-12-01 06:00:00;1955-11;28.7;Y
1955-12-01 06:00:01;1956-01-01 06:00:00;1955-12;83.6;Y
1956-01-01 06:00:01;1956-02-01 06:00:00;1956-01;64.3;Y
1956-02-01 06:00:01;1956-03-01 06:00:00;1956-02;58.6;Y
1956-03-01 06:00:01;1956-04-01 06:00:00;1956-03;9.1;Y
1956-04-01 06:00:01;1956-05-01 06:00:00;1956-04;38.4;Y
1956-05-01 06:00:01;1956-06-01 06:00:00;1956-05;7.1;Y
1956-06-01 06:00:01;1956-07-01 06:00:00;1956-06;56.2;Y
1956-07-01 06:00:01;1956-08-01 06:00:00;1956-07;27.9;Y
1956-08-01 06:00:01;1956-09-01 06:00:00;1956-08;84.7;Y
1956-09-01 06:00:01;1956-10-01 06:00:00;1956-09;68.1;Y
1956-10-01 06:00:01;1956-11-01 06:00:00;1956-10;12.6;Y
1956-11-01 06:00:01;1956-12-01 06:00:00;1956-11;40.7;Y
1956-12-01 06:00:01;1957-01-01 06:00:00;1956-12;47.1;Y
1957-01-01 06:00:01;1957-02-01 06:00:00;1957-01;29.1;Y
1957-02-01 06:00:01;1957-03-01 06:00:00;1957-02;47.7;Y
1957-03-01 06:00:01;1957-04-01 06:00:00;1957-03;49.6;Y
1957-04-01 06:00:01;1957-05-01 06:00:00;1957-04;34.7;Y
1957-05-01 06:00:01;1957-06-01 06:00:00;1957-05;13.1;Y
1957-06-01 06:00:01;1957-07-01 06:00:00;1957-06;46.3;Y
1957-07-01 06:00:01;1957-08-01 06:00:00;1957-07;74.4;Y
1957-08-01 06:00:01;1957-09-01 06:00:00;1957-08;60.3;Y
1957-09-01 06:00:01;1957-10-01 06:00:00;1957-09;96.2;Y
1957-10-01 06:00:01;1957-11-01 06:00:00;1957-10;58.3;Y
1957-11-01 06:00:01;1957-12-01 06:00:00;1957-11;28.2;Y
1957-12-01 06:00:01;1958-01-01 06:00:00;1957-12;35.1;Y
1958-01-01 06:00:01;1958-02-01 06:00:00;1958-01;31.0;G
1958-02-01 06:00:01;1958-03-01 06:00:00;1958-02;108.9;Y
1958-03-01 06:00:01;1958-04-01 06:00:00;1958-03;49.0;G
1958-04-01 06:00:01;1958-05-01 06:00:00;1958-04;32.6;Y
1958-05-01 06:00:01;1958-06-01 06:00:00;1958-05;56.5;Y
1958-06-01 06:00:01;1958-07-01 06:00:00;1958-06;20.7;Y
1958-07-01 06:00:01;1958-08-01 06:00:00;1958-07;50.3;Y
1958-08-01 06:00:01;1958-09-01 06:00:00;1958-08;24.1;Y
1958-09-01 06:00:01;1958-10-01 06:00:00;1958-09;29.5;Y
1958-10-01 06:00:01;1958-11-01 06:00:00;1958-10;55.9;Y
1958-11-01 06:00:01;1958-12-01 06:00:00;1958-11;54.8;Y
